woman,district,age,urban,uso,ch
876,27,-12.559,N,0,N
877,27,-7.56,N,0,N
878,27,-1.5599,N,0,N
879,27,9.44,N,1,Y
880,27,14.44,N,1,Y
881,27,-4.5599,N,0,Y
882,27,-10.559,N,0,N
883,27,-5.56,N,0,Y
884,27,17.44,N,0,Y
885,27,-5.5599,N,1,N
886,27,2.44,N,1,Y
887,27,-13.559,N,0,N
888,27,-12.559,N,0,N
889,27,-0.5599,N,1,Y
890,27,8.44,N,0,Y
891,27,-2.5599,N,0,Y
892,27,-11.559,N,0,N
893,27,-5.5599,N,0,Y
894,27,4.44,N,0,Y
895,27,-9.5599,N,0,N
896,27,14.44,N,0,Y
897,27,9.44,N,0,Y
898,27,11.44,N,0,Y
899,27,18.44,N,0,Y
900,27,11.44,N,0,Y
901,27,6.44,N,0,Y
902,28,10.44,Y,0,Y
903,28,-1.5599,Y,0,Y
904,28,9.44,Y,0,Y
905,28,4.44,Y,1,Y
906,28,-9.5599,N,1,Y
907,28,-2.5599,N,1,Y
908,28,-1.56,N,0,Y
909,28,18.44,N,0,Y
910,28,9.44,N,1,Y
911,28,18.44,N,0,Y
912,28,10.44,N,1,Y
913,28,-1.5599,N,1,Y
914,28,9.44,N,0,Y
915,28,9.44,N,1,Y
916,28,19.44,N,0,Y
917,28,-7.56,N,0,N
918,28,-13.56,N,1,N
919,28,18.44,N,0,Y
920,28,-12.559,N,0,N
921,28,-0.5599,N,0,Y
922,28,11.44,N,1,Y
923,28,-12.559,N,0,N
924,28,-13.56,N,0,N
925,28,-9.5599,N,0,N
926,28,-11.559,N,0,N
927,28,5.44,N,1,Y
928,28,-7.56,N,0,Y
929,28,-7.56,N,0,N
930,28,16.44,N,0,Y
931,28,1.44,N,1,Y
932,28,-2.5599,N,1,Y
933,28,1.44,N,0,Y
934,28,18.44,N,0,Y
935,28,-2.5599,N,0,Y
936,28,3.44,N,0,Y
937,28,19.44,N,0,Y
938,28,-9.5599,N,0,Y
939,28,-6.56,N,0,Y
940,28,-2.5599,N,0,Y
941,28,-7.56,N,0,N
942,28,-10.559,N,0,N
943,28,8.44,N,0,Y
944,28,6.44,N,0,Y
945,28,10.44,N,0,Y
946,28,-9.5599,N,0,Y
947,28,-12.559,N,0,N
948,28,8.44,N,0,Y
949,28,0.44,N,0,Y
950,28,-0.5599,N,0,Y
951,29,9.44,Y,0,Y
952,29,-5.5599,Y,0,N
953,29,12.44,Y,1,Y
954,29,7.44,Y,1,Y
955,29,-0.5599,Y,0,N
956,29,0.44,Y,1,Y
957,29,10.44,Y,1,N
958,29,-8.5599,N,0,N
959,29,-13.559,N,0,N
960,29,-10.559,N,0,N
961,29,-7.56,N,0,N
962,29,-1.5599,N,0,Y
963,29,-0.5599,N,0,Y
964,29,11.44,N,0,Y
965,29,4.44,N,0,N
966,29,10.44,N,0,Y
967,29,-4.5599,N,0,N
968,29,-9.5599,N,0,N
969,29,-12.559,N,1,N
970,29,-9.5599,N,0,N
971,29,8.44,N,1,Y
972,29,19.44,N,0,Y
973,29,18.44,N,0,Y
974,29,-9.5599,N,0,N
975,29,-7.56,N,0,N
976,29,2.44,N,1,Y
977,29,-11.559,N,0,N
978,29,-8.5599,N,1,Y
979,29,-5.5599,N,0,Y
980,29,-9.5599,N,0,Y
981,29,-5.5599,N,0,Y
982,29,0.44,N,1,Y
983,30,-0.5599,Y,1,Y
984,30,5.44,Y,1,Y
985,30,-0.5599,Y,1,Y
986,30,5.44,Y,1,Y
987,30,8.44,Y,1,Y
988,30,-6.5599,Y,0,Y
989,30,-3.56,Y,0,Y
990,30,19.4399,Y,1,Y
991,30,0.44,Y,1,Y
992,30,19.4399,Y,1,Y
993,30,-8.5599,Y,0,N
994,30,-2.5599,Y,1,Y
995,30,-8.5599,Y,1,Y
996,30,-2.5599,Y,1,Y
997,30,-10.559,Y,0,N
998,30,5.44,Y,1,Y
999,30,11.44,N,1,Y
1000,30,4.44,N,0,N
1001,30,-4.5599,N,1,Y
1002,30,3.44,N,0,N
1003,30,-9.5599,N,0,N
1004,30,6.44,N,1,Y
1005,30,-11.559,N,0,N
1006,30,8.44,N,1,Y
1007,30,-6.5599,N,1,Y
1008,30,9.44,N,1,Y
1009,30,-13.559,N,0,N
1010,30,-10.559,N,1,N
1011,30,-7.5599,N,0,Y
1012,30,6.44,N,0,Y
1013,30,-1.5599,N,1,Y
1014,30,15.44,N,0,Y
1015,30,-6.5599,N,0,N
1016,30,-4.5599,N,1,Y
1017,30,-11.559,N,0,N
1018,30,-4.5599,N,1,Y
1019,30,9.44,N,1,Y
1020,30,-11.559,N,0,N
1021,30,-8.5599,N,0,Y
1022,30,17.44,N,1,Y
1023,30,-6.5599,N,0,Y
1024,30,-0.5599,N,0,Y
1025,30,7.44,N,1,Y
1026,30,2.44,N,1,Y
1027,30,7.44,N,1,Y
1028,30,8.44,N,1,Y
1029,30,-9.5599,N,0,N
1030,30,8.44,N,0,Y
1031,30,-11.559,N,0,N
1032,30,12.44,N,0,N
1033,30,0.44,N,0,Y
1034,30,-10.559,N,0,N
1035,30,2.44,N,1,Y
1036,30,-9.5599,N,0,N
1037,30,0.44,N,0,Y
1038,30,-10.559,N,0,N
1039,30,-10.559,N,0,N
1040,30,9.44,N,0,Y
1041,30,17.44,N,0,Y
1042,30,-0.5599,N,1,Y
1043,30,-8.5599,N,0,Y
1044,31,15.44,Y,0,Y
1045,31,-6.5599,Y,1,N
1046,31,0.44,Y,1,Y
1047,31,2.44,Y,1,Y
1048,31,16.44,Y,0,Y
1049,31,-11.559,Y,0,N
1050,31,17.44,N,0,Y
1051,31,18.44,N,1,Y
1052,31,14.44,N,1,Y
1053,31,-7.5599,N,1,Y
1054,31,17.44,N,0,Y
1055,31,-0.5599,N,1,Y
1056,31,-9.5599,N,0,N
1057,31,-9.5599,N,0,N
1058,31,2.44,N,1,Y
1059,31,-2.56,N,0,Y
1060,31,3.44,N,1,Y
1061,31,0.44,N,0,Y
1062,31,-13.559,N,0,N
1063,31,-11.559,N,0,N
1064,31,10.44,N,0,Y
1065,31,14.44,N,0,Y
1066,31,-0.5599,N,1,Y
1067,31,8.44,N,0,Y
1068,31,-10.559,N,0,N
1069,31,-7.5599,N,1,Y
1070,31,6.44,N,1,Y
1071,31,-0.5599,N,1,Y
1072,31,18.44,N,0,Y
1073,31,-10.559,N,1,N
1074,31,-9.5599,N,1,Y
1075,31,0.44,N,0,Y
1076,31,-11.559,N,0,N
1077,32,10.44,N,1,Y
1078,32,-2.5599,N,0,N
1079,32,0.44,N,0,Y
1080,32,-2.5599,N,0,Y
1081,32,-3.5599,N,0,Y
1082,32,13.44,N,0,Y
1083,32,-3.5599,N,1,Y
1084,32,12.44,N,0,Y
1085,32,1.44,N,0,Y
1086,32,-9.5599,N,0,N
1087,32,-2.5599,N,1,Y
1088,32,1.44,N,0,Y
1089,32,-2.5599,N,1,Y
1090,32,8.44,N,0,Y
1091,32,-11.559,N,1,N
1092,32,-11.56,N,0,Y
1093,32,-0.5599,N,0,Y
1094,32,-11.559,N,0,N
1095,32,4.44,N,0,Y
1096,32,1.44,N,0,Y
1097,32,5.44,N,0,Y
1098,32,2.44,N,0,Y
1099,32,-9.5599,N,0,Y
1100,32,4.44,N,0,Y
1101,33,4.44,Y,0,Y
1102,33,1.44,Y,1,Y
1103,33,2.44,Y,1,Y
1104,33,-1.5599,Y,1,Y
1105,33,-7.5599,Y,0,Y
1106,33,5.44,Y,1,Y
1107,33,6.44,Y,1,Y
1108,33,-10.56,N,0,Y
1109,33,0.44,N,1,Y
1110,33,19.44,N,0,Y
1111,33,-2.5599,N,0,Y
1112,33,-4.5599,N,0,Y
1113,33,18.44,N,0,Y
1114,33,6.44,N,0,Y
1115,34,13.44,Y,1,Y
1116,34,8.44,Y,0,Y
1117,34,-9.5599,Y,1,N
1118,34,4.44,Y,0,N
1119,34,10.44,Y,0,Y
1120,34,-1.5599,Y,1,N
1121,34,10.44,Y,0,Y
1122,34,11.44,Y,0,Y
1123,34,-2.5599,Y,0,Y
1124,34,-11.559,N,1,N
1125,34,3.44,N,1,Y
1126,34,4.44,N,1,Y
1127,34,-3.56,N,1,Y
1128,34,-8.5599,N,1,N
1129,34,8.44,N,0,Y
1130,34,8.44,N,1,Y
1131,34,4.44,N,1,Y
1132,34,-3.5599,N,1,Y
1133,34,8.44,N,1,Y
1134,34,-3.5599,N,0,Y
1135,34,-9.5599,N,0,Y
1136,34,-2.5599,N,1,Y
1137,34,2.44,N,1,Y
1138,34,0.44,N,1,Y
1139,34,4.44,N,0,Y
1140,34,-7.5599,N,1,Y
1141,34,11.44,N,1,Y
1142,34,-12.559,N,0,N
1143,34,9.44,N,0,Y
1144,34,-2.5599,N,1,Y
1145,34,-2.5599,N,1,Y
1146,34,13.44,N,1,Y
1147,34,11.44,N,1,Y
1148,34,0.44,N,1,Y
1149,34,12.44,N,1,Y
1150,35,0.44,Y,1,N
1151,35,-10.559,Y,0,Y
1152,35,-6.5599,Y,0,N
1153,35,-12.559,Y,1,Y
1154,35,-11.559,Y,0,N
1155,35,-9.5599,Y,0,Y
1156,35,-10.559,Y,0,Y
1157,35,6.44,Y,0,Y
1158,35,-6.5599,Y,1,N
1159,35,-5.5599,Y,1,Y
1160,35,-0.5599,Y,1,Y
1161,35,17.44,Y,0,Y
1162,35,-0.5599,Y,1,Y
1163,35,-0.5599,Y,1,Y
1164,35,2.44,Y,1,N
1165,35,6.44,Y,0,Y
1166,35,-6.5599,Y,1,Y
1167,35,9.44,Y,1,Y
1168,35,4.44,Y,1,Y
1169,35,-13.559,Y,0,N
1170,35,5.44,N,0,Y
1171,35,-7.5599,N,0,Y
1172,35,3.44,N,0,Y
1173,35,-6.5599,N,0,Y
1174,35,-13.559,N,0,Y
1175,35,-0.5599,N,0,Y
1176,35,6.44,N,0,Y
1177,35,18.44,N,1,Y
1178,35,3.44,N,1,Y
1179,35,-7.5599,N,1,N
1180,35,-2.5599,N,1,Y
1181,35,-2.56,N,1,Y
1182,35,-8.5599,N,1,Y
1183,35,-0.5599,N,1,Y
1184,35,4.44,N,0,Y
1185,35,1.44,N,1,Y
1186,35,12.44,N,1,Y
1187,35,-6.5599,N,0,Y
1188,35,10.44,N,1,Y
1189,35,-11.559,N,0,N
1190,35,-6.5599,N,1,Y
1191,35,5.44,N,0,Y
1192,35,10.44,N,1,Y
1193,35,2.44,N,0,Y
1194,35,14.44,N,1,Y
1195,35,-9.5599,N,0,Y
1196,35,16.44,N,0,Y
1197,35,16.44,N,0,N
1198,36,12.44,Y,0,Y
1199,36,-4.5599,Y,1,Y
1200,36,-10.559,Y,0,N
1201,36,-8.5599,N,0,N
1202,36,-0.5599,N,0,Y
1203,36,-2.5599,N,1,Y
1204,36,-3.5599,N,1,Y
1205,36,5.44,N,0,Y
1206,36,19.44,N,0,Y
1207,36,1.44,N,0,Y
1208,36,3.44,N,1,Y
1209,36,1.44,N,0,Y
1210,36,2.44,N,0,Y
1211,36,-9.5599,N,0,Y
1212,36,-7.5599,N,0,Y
1213,36,4.44,N,1,Y
1214,36,-5.5599,N,1,Y
1215,37,1.44,N,1,Y
1216,37,5.44,N,0,Y
1217,37,-4.5599,N,1,Y
1218,37,18.44,N,1,Y
1219,37,-2.5599,N,1,Y
1220,37,-3.5599,N,1,Y
1221,37,-9.5599,N,1,N
1222,37,9.44,N,1,Y
1223,37,-6.5599,N,0,Y
1224,37,-13.559,N,0,N
1225,37,3.44,N,0,Y
1226,37,16.44,N,0,Y
1227,37,10.44,N,0,Y
1228,38,8.44,Y,1,Y
1229,38,15.44,Y,0,Y
1230,38,-1.5599,Y,1,Y
1231,38,15.44,Y,1,Y
1232,38,9.44,Y,1,Y
1233,38,-6.5599,Y,0,N
1234,38,19.44,Y,0,Y
1235,38,19.44,N,0,Y
1236,38,0.44,N,0,Y
1237,38,-12.559,N,0,N
1238,38,16.44,N,0,Y
1239,38,17.44,N,0,Y
1240,38,16.44,N,0,Y
1241,38,-9.5599,N,0,N
1242,39,4.44,Y,0,Y
1243,39,-10.559,Y,1,Y
1244,39,8.44,N,0,Y
1245,39,14.44,N,0,Y
1246,39,-1.5599,N,1,N
1247,39,-10.56,N,1,N
1248,39,-1.5599,N,1,Y
1249,39,-7.5599,N,1,N
1250,39,-0.5599,N,1,Y
1251,39,-1.5599,N,1,Y
1252,39,-6.56,N,0,N
1253,39,10.44,N,1,Y
1254,39,5.44,N,0,Y
1255,39,-4.5599,N,0,N
1256,39,-11.559,N,0,N
1257,39,-10.56,N,1,N
1258,39,13.44,N,0,Y
1259,39,8.44,N,0,Y
1260,39,12.44,N,1,Y
1261,39,-13.559,N,0,N
1262,39,-7.5599,N,0,Y
1263,39,-8.5599,N,1,Y
1264,39,-7.5599,N,0,N
1265,39,19.44,N,0,Y
1266,39,3.44,N,1,N
1267,39,7.44,N,1,Y
1268,40,2.44,Y,0,Y
1269,40,2.44,Y,0,Y
1270,40,1.44,Y,0,Y
1271,40,-12.559,Y,0,N
1272,40,-4.5599,Y,1,N
1273,40,-3.5599,Y,1,N
1274,40,-10.559,Y,0,N
1275,40,10.44,Y,1,Y
1276,40,-7.5599,Y,0,N
1277,40,3.44,Y,1,Y
1278,40,-3.5599,Y,1,Y
1279,40,-9.5599,Y,0,N
1280,40,0.44,Y,1,N
1281,40,5.44,Y,1,Y
1282,40,1.44,Y,1,Y
1283,40,10.44,Y,0,Y
1284,40,11.44,Y,0,Y
1285,40,-8.5599,Y,1,N
1286,40,4.44,Y,1,Y
1287,40,5.44,Y,0,N
1288,40,-1.5599,Y,1,Y
1289,40,12.44,Y,1,N
1290,40,-8.5599,Y,0,Y
1291,40,4.44,Y,0,N
1292,40,-11.559,Y,0,N
1293,40,-1.5599,Y,1,Y
1294,40,11.44,Y,0,Y
1295,40,15.44,Y,0,Y
1296,40,-5.5599,Y,1,Y
1297,40,4.44,N,0,Y
1298,40,5.44,N,1,Y
1299,40,0.44,N,1,Y
1300,40,19.44,N,0,Y
1301,40,0.44,N,1,Y
1302,40,-4.5599,N,0,N
1303,40,13.44,N,0,Y
1304,40,14.44,N,0,Y
1305,40,17.44,N,1,Y
1306,40,-10.559,N,1,N
1307,40,-4.5599,N,0,Y
1308,40,12.44,N,0,Y
1309,41,6.44,Y,0,Y
1310,41,6.44,Y,0,Y
1311,41,6.44,Y,0,N
1312,41,1.44,N,0,Y
1313,41,13.44,N,1,Y
1314,41,10.44,N,1,Y
1315,41,-4.5599,N,1,Y
1316,41,-8.5599,N,1,N
1317,41,0.44,N,1,Y
1318,41,2.44,N,0,Y
1319,41,-0.5599,N,0,Y
1320,41,7.44,N,1,Y
1321,41,12.44,N,0,Y
1322,41,-7.5599,N,0,Y
1323,41,-1.5599,N,1,Y
1324,41,11.44,N,0,Y
1325,41,-2.5599,N,1,Y
1326,41,-3.5599,N,1,N
1327,41,-12.559,N,0,N
1328,41,-0.5599,N,1,Y
1329,41,-5.5599,N,0,Y
1330,41,-1.5599,N,0,Y
1331,41,5.44,N,1,Y
1332,41,-6.5599,N,0,Y
1333,41,8.44,N,1,Y
1334,41,-9.5599,N,1,Y
1335,42,-7.5599,Y,0,Y
1336,42,-2.5599,Y,1,Y
1337,42,-13.559,Y,0,N
1338,42,0.44,Y,0,Y
1339,42,-0.5599,Y,0,Y
1340,42,-10.56,N,0,N
1341,42,9.44,N,1,Y
1342,42,11.44,N,1,Y
1343,42,1.44,N,1,Y
1344,42,16.44,N,1,Y
1345,42,-1.5599,N,1,Y
1346,43,1.44,Y,0,N
1347,43,-6.5599,Y,1,N
1348,43,-0.5599,Y,1,Y
1349,43,3.44,Y,0,Y
1350,43,0.44,Y,0,Y
1351,43,5.44,Y,1,Y
1352,43,6.44,Y,0,N
1353,43,2.44,Y,1,Y
1354,43,-2.5599,Y,1,Y
1355,43,-0.5599,Y,0,Y
1356,43,-11.559,Y,1,N
1357,43,17.44,Y,0,Y
1358,43,2.44,Y,1,Y
1359,43,-8.5599,Y,0,Y
1360,43,-0.5599,Y,1,Y
1361,43,11.44,Y,1,Y
1362,43,-12.559,Y,1,N
1363,43,0.44,N,1,Y
1364,43,-3.5599,N,1,Y
1365,43,0.44,N,0,N
1366,43,-13.56,N,0,N
1367,43,-5.5599,N,1,Y
1368,43,-2.5599,N,0,Y
1369,43,-9.5599,N,1,N
1370,43,-10.559,N,1,Y
1371,43,-12.559,N,0,N
1372,43,12.44,N,1,Y
1373,43,-8.5599,N,0,Y
1374,43,-10.559,N,0,N
1375,43,-5.5599,N,1,Y
1376,43,6.44,N,1,Y
1377,43,18.44,N,0,Y
1378,43,13.44,N,0,Y
1379,43,-1.5599,N,0,N
1380,43,-10.559,N,1,N
1381,43,-13.56,N,0,N
1382,43,-13.56,N,0,N
1383,43,12.44,N,1,Y
1384,43,-4.5599,N,1,Y
1385,43,-6.5599,N,1,Y
1386,43,0.44,N,0,Y
1387,43,17.44,N,1,Y
1388,43,-11.56,N,0,N
1389,43,10.44,N,1,Y
1390,43,-0.5599,N,0,N
1391,44,-7.5599,N,0,N
1392,44,13.44,N,0,Y
1393,44,16.44,N,1,Y
1394,44,0.44,N,0,Y
1395,44,5.44,N,0,Y
1396,44,2.44,N,0,Y
1397,44,-0.5599,N,0,N
1398,44,7.44,N,0,Y
1399,44,1.44,N,1,Y
1400,44,-3.5599,N,0,N
1401,44,13.44,N,0,Y
1402,44,-13.559,N,0,N
1403,44,-1.5599,N,1,Y
1404,44,-0.5599,N,0,N
1405,44,1.44,N,1,Y
1406,44,1.44,N,0,Y
1407,44,-10.559,N,0,N
1408,44,-6.56,N,0,Y
1409,44,-4.5599,N,0,Y
1410,44,18.44,N,0,N
1411,44,16.44,N,1,Y
1412,44,7.44,N,0,Y
1413,44,-10.559,N,0,N
1414,44,-2.5599,N,0,Y
1415,44,-4.5599,N,0,Y
1416,44,-3.5599,N,1,Y
1417,44,-5.56,N,0,Y
1418,45,10.44,Y,1,Y
1419,45,-7.5599,Y,0,N
1420,45,-6.5599,Y,1,Y
1421,45,-2.5599,Y,1,Y
1422,45,-9.5599,Y,1,Y
1423,45,-10.559,N,1,Y
1424,45,11.44,N,0,Y
1425,45,-10.559,N,0,Y
1426,45,1.44,N,0,Y
1427,45,10.44,N,0,N
1428,45,0.44,N,0,Y
1429,45,-3.5599,N,0,Y
1430,45,19.44,N,0,Y
1431,45,17.44,N,0,Y
1432,45,-8.5599,N,0,Y
1433,45,-6.5599,N,0,Y
1434,45,4.44,N,1,Y
1435,45,1.44,N,1,Y
1436,45,-9.5599,N,0,N
1437,45,-6.5599,N,0,Y
1438,45,4.44,N,0,Y
1439,45,-0.5599,N,1,Y
1440,45,-6.5599,N,0,Y
1441,45,-13.559,N,0,N
1442,45,-8.5599,N,0,Y
1443,45,-6.5599,N,0,Y
1444,45,-0.5599,N,1,Y
1445,45,-2.5599,N,1,Y
1446,45,-11.559,N,0,Y
1447,45,10.44,N,1,Y
1448,45,-4.5599,N,0,Y
1449,45,-4.56,N,0,Y
1450,45,-1.5599,N,1,Y
1451,45,-1.5599,N,0,N
1452,45,-12.56,N,0,N
1453,45,-10.559,N,1,Y
1454,45,1.44,N,0,Y
1455,45,5.44,N,0,Y
1456,45,-12.56,N,0,N
1457,46,13.44,Y,1,Y
1458,46,7.44,Y,1,Y
1459,46,7.44,Y,1,Y
1460,46,-1.5599,Y,1,Y
1461,46,-8.5599,Y,1,Y
1462,46,-8.5599,Y,0,N
1463,46,-0.5599,Y,1,Y
1464,46,0.44,Y,0,Y
1465,46,-10.559,Y,0,N
1466,46,7.44,Y,1,Y
1467,46,3.44,Y,0,Y
1468,46,0.44,Y,1,Y
1469,46,8.44,N,0,Y
1470,46,0.44,N,1,Y
1471,46,-11.559,N,1,Y
1472,46,-9.5599,N,0,Y
1473,46,-3.5599,N,1,Y
1474,46,10.44,N,0,Y
1475,46,-1.5599,N,1,Y
1476,46,15.44,N,0,Y
1477,46,0.44,N,1,Y
1478,46,-10.56,N,1,N
1479,46,-5.5599,N,0,Y
1480,46,-3.5599,N,1,Y
1481,46,-11.559,N,0,N
1482,46,4.44,N,1,Y
1483,46,-2.5599,N,1,Y
1484,46,-6.5599,N,0,Y
1485,46,7.44,N,1,Y
1486,46,0.44,N,0,N
1487,46,2.44,N,0,Y
1488,46,-2.5599,N,1,Y
1489,46,-4.5599,N,0,N
1490,46,-5.5599,N,0,Y
1491,46,9.44,N,0,Y
1492,46,-10.559,N,1,Y
1493,46,-11.559,N,0,N
1494,46,3.44,N,0,Y
1495,46,-2.5599,N,1,Y
1496,46,6.44,N,1,Y
1497,46,-4.5599,N,0,N
1498,46,-2.5599,N,1,Y
1499,46,16.44,N,0,Y
1500,46,-7.5599,N,1,N
1501,46,16.44,N,0,Y
1502,46,-5.5599,N,1,N
1503,46,-12.56,N,1,N
1504,46,2.44,N,1,Y
1505,46,-5.5599,N,1,Y
1506,46,-0.5599,N,1,Y
1507,46,-2.5599,N,0,Y
1508,46,7.44,N,1,Y
1509,46,-12.56,N,1,N
1510,46,2.44,N,1,Y
1511,46,15.44,N,0,Y
1512,46,-7.5599,N,1,N
1513,46,8.44,N,0,Y
1514,46,6.44,N,1,Y
1515,46,-2.5599,N,1,Y
1516,46,1.44,N,1,Y
1517,46,-6.5599,N,1,Y
1518,46,-3.5599,N,1,Y
1519,46,17.44,N,0,Y
1520,46,-0.5599,N,1,Y
1521,46,5.44,N,0,Y
1522,46,-11.559,N,0,N
1523,46,-3.5599,N,0,Y
1524,46,-12.56,N,1,N
1525,46,17.44,N,1,Y
1526,46,13.44,N,1,Y
1527,46,-9.5599,N,0,N
1528,46,6.44,N,1,Y
1529,46,-7.5599,N,0,N
1530,46,-9.5599,N,0,N
1531,46,18.44,N,0,Y
1532,46,3.44,N,0,Y
1533,46,-12.559,N,0,Y
1534,46,-11.559,N,0,N
1535,46,-0.5599,N,1,Y
1536,46,-4.5599,N,0,N
1537,46,2.44,N,0,Y
1538,46,0.44,N,1,Y
1539,46,0.44,N,0,Y
1540,46,6.44,N,0,N
1541,46,8.44,N,0,Y
1542,46,-0.5599,N,0,Y
1543,47,-0.5599,Y,1,Y
1544,47,12.44,Y,1,Y
1545,47,1.44,Y,0,N
1546,47,-11.559,Y,0,N
1547,47,-6.5599,Y,0,N
1548,47,8.44,Y,1,Y
1549,47,16.44,N,0,Y
1550,47,1.44,N,1,Y
1551,47,6.44,N,1,Y
1552,47,-9.5599,N,0,N
1553,47,8.44,N,0,Y
1554,47,8.44,N,1,Y
1555,47,8.44,N,1,N
1556,47,9.44,N,0,Y
1557,47,17.44,N,0,Y
1558,48,1.44,Y,1,Y
1559,48,-1.5599,Y,1,Y
1560,48,-4.5599,Y,0,Y
1561,48,4.44,Y,1,Y
1562,48,-5.5599,Y,0,Y
1563,48,17.44,Y,0,N
1564,48,16.44,Y,0,Y
1565,48,-6.5599,Y,1,Y
1566,48,-12.559,Y,1,N
1567,48,2.44,Y,1,Y
1568,48,-5.5599,Y,1,N
1569,48,13.44,Y,0,Y
1570,48,-11.559,Y,0,N
1571,48,-0.5599,Y,1,Y
1572,48,9.44,Y,0,Y
1573,48,-7.5599,Y,1,N
1574,48,-0.5599,N,1,Y
1575,48,-10.559,N,0,Y
1576,48,15.44,N,0,Y
1577,48,-13.559,N,0,N
1578,48,14.44,N,0,Y
1579,48,-12.559,N,0,N
1580,48,12.44,N,1,Y
1581,48,3.44,N,1,Y
1582,48,-0.5599,N,0,N
1583,48,-1.5599,N,1,Y
1584,48,0.44,N,1,Y
1585,48,11.44,N,1,Y
1586,48,2.44,N,1,Y
1587,48,17.44,N,0,Y
1588,48,-11.56,N,0,N
1589,48,-4.5599,N,1,Y
1590,48,-4.5599,N,1,Y
1591,48,-10.559,N,1,N
1592,48,5.44,N,1,Y
1593,48,14.44,N,1,Y
1594,48,-0.5599,N,0,Y
1595,48,-5.5599,N,1,Y
1596,48,-4.5599,N,0,N
1597,48,-9.5599,N,0,N
1598,48,-4.5599,N,0,N
1599,48,0.44,N,0,Y
1600,49,-12.559,N,0,N
1601,49,-9.5599,N,0,N
1602,49,-10.559,N,0,N
1603,49,2.44,N,0,Y
1604,50,4.44,Y,1,Y
1605,50,7.44,Y,1,Y
1606,50,9.44,Y,1,Y
1607,50,-12.559,Y,1,N
1608,50,1.44,N,1,Y
1609,50,3.44,N,0,Y
1610,50,8.44,N,0,Y
1611,50,-8.5599,N,0,N
1612,50,6.44,N,1,Y
1613,50,0.44,N,0,Y
1614,50,-7.5599,N,1,N
1615,50,-6.5599,N,0,N
1616,50,-10.56,N,0,N
1617,50,-8.5599,N,0,N
1618,50,-12.56,N,0,N
1619,50,9.44,N,0,Y
1620,50,15.44,N,1,Y
1621,50,0.44,N,1,Y
1622,50,-9.5599,N,0,N
1623,51,-1.5599,Y,0,Y
1624,51,6.44,Y,0,Y
1625,51,-6.5599,Y,1,Y
1626,51,-3.5599,Y,1,Y
1627,51,-6.5599,Y,0,Y
1628,51,1.44,Y,1,Y
1629,51,1.44,Y,1,Y
1630,51,-11.559,Y,0,Y
1631,51,-12.559,Y,1,Y
1632,51,-10.559,Y,1,N
1633,51,-1.5599,Y,1,Y
1634,51,12.44,Y,0,Y
1635,51,-7.5599,Y,1,Y
1636,51,-0.5599,Y,0,N
1637,51,-11.559,Y,1,Y
1638,51,-6.5599,Y,1,N
1639,51,-12.559,Y,0,N
1640,51,12.44,N,0,Y
1641,51,8.44,N,0,Y
1642,51,-12.559,N,0,N
1643,51,-7.56,N,1,Y
1644,51,-3.5599,N,0,Y
1645,51,-11.559,N,0,N
1646,51,-1.56,N,0,Y
1647,51,-4.5599,N,0,Y
1648,51,12.44,N,1,Y
1649,51,10.44,N,0,Y
1650,51,4.44,N,1,Y
1651,51,-8.5599,N,1,Y
1652,51,-7.5599,N,0,Y
1653,51,-7.56,N,1,Y
1654,51,-1.5599,N,0,Y
1655,51,-5.5599,N,1,Y
1656,51,-1.56,N,1,Y
1657,51,17.44,N,0,Y
1658,51,-9.5599,N,0,N
1659,51,-7.5599,N,0,Y
1660,52,-9.5599,Y,0,Y
1661,52,-2.5599,Y,0,N
1662,52,-11.559,Y,0,Y
1663,52,-9.5599,Y,0,Y
1664,52,-12.559,Y,0,N
1665,52,2.44,Y,1,Y
1666,52,-12.559,Y,0,N
1667,52,8.44,Y,0,Y
1668,52,-3.5599,Y,1,Y
1669,52,-11.559,Y,0,N
1670,52,14.44,Y,1,Y
1671,52,-6.5599,Y,0,Y
1672,52,-12.559,Y,0,Y
1673,52,1.44,Y,0,N
1674,52,4.44,Y,1,Y
1675,52,-12.559,Y,1,N
1676,52,-8.5599,Y,0,Y
1677,52,10.44,Y,0,Y
1678,52,-10.559,Y,0,N
1679,52,-6.5599,N,1,Y
1680,52,-5.5599,N,0,Y
1681,52,-13.559,N,1,N
1682,52,-9.5599,N,1,Y
1683,52,-10.559,N,0,N
1684,52,14.44,N,0,Y
1685,52,3.44,N,1,Y
1686,52,-13.559,N,1,N
1687,52,-7.5599,N,0,Y
1688,52,-3.5599,N,0,Y
1689,52,-0.5599,N,0,Y
1690,52,-2.5599,N,0,Y
1691,52,-3.5599,N,0,Y
1692,52,-7.5599,N,0,N
1693,52,-1.5599,N,0,Y
1694,52,13.44,N,0,Y
1695,52,-6.5599,N,1,Y
1696,52,4.44,N,1,Y
1697,52,10.44,N,1,Y
1698,52,-6.5599,N,0,Y
1699,52,-8.5599,N,0,Y
1700,52,-11.559,N,0,N
1701,52,6.44,N,0,Y
1702,52,19.44,N,0,Y
1703,52,6.44,N,1,Y
1704,52,-9.5599,N,1,Y
1705,52,14.44,N,1,Y
1706,52,3.44,N,1,Y
1707,52,-9.5599,N,1,N
1708,52,14.44,N,1,Y
1709,52,6.44,N,1,Y
1710,52,19.44,N,0,Y
